time,px,py,yaw,v,slip_angle,omega,accel,steer
54.0,-13.405722297008742,121.84905705974057,0.27401854341957455,10.376345467669006,0.40091515688322954,-1.6396023137604725,-3.5536606023718846,-0.40909726560085413
54.02,-13.243695842591727,121.9787294515039,0.24122649714436495,10.334931860373032,0.40060081141133486,-1.6458159382392248,-3.5408074235864455,-0.4090484967009343
54.04,-13.07812942102052,122.1024718021807,0.20831017837958044,10.293551925529911,0.4002830442059201,-1.6520696962368941,-3.5279381821269147,-0.40899844642167243
54.06,-12.909221724456286,122.22017123670463,0.1752687844548424,10.252206798860097,0.3999618055879884,-1.6583638305481092,-3.5150529363738827,-0.40894711491985536
54.08,-12.737175813775545,122.33172115528087,0.1421015078438801,10.210897619124482,0.39963704654751747,-1.6646985848717948,-3.5021517447805457,-0.4088945023562834
54.1,-12.562198937296303,122.4370214233721,0.10880753614644423,10.16962552807477,0.39930871876633617,-1.6710742023275713,-3.4892346658724334,-0.4088406088957698
54.120000000000005,-12.384502341075805,122.5359785575323,0.0753860520998928,10.12839167040341,0.3989767746124524,-1.6774909239714961,-3.47630175824715,-0.4087854347071405
54.14,-12.204301070801254,122.62850590673378,0.04183623362046296,10.087197193693115,0.3986411671065922,-1.683948987341442,-3.4633530805741044,-0.4087289799632334
54.160000000000004,-12.021813765308003,122.71452382882686,0.008157253873634307,10.046043248365939,0.3983018498623146,-1.6904486250608883,-3.4503886915942465,-0.40867124484089773
54.18,-11.8372624417734,122.79395986176675,-0.02565171862758353,10.00493098763194,0.39795877700162585,-1.6969900635277528,-3.4374086501198033,-0.40861222952099374
54.2,-11.65087227264859,122.86674888923672,-0.05959151989813849,9.963861567437416,0.39761190304851707,-1.7035735217122066,-3.4244130150339944,-0.4085519341883919
54.22,-11.462871354405205,122.93283330029257,-0.09366299033238246,9.922836146412717,0.397261182803284,-1.710199210084239,-3.411401845290794,-0.40849035903197256
54.24,-11.27349046818886,122.9921631426492,-0.12786697453406726,9.881855885819654,0.3969065712008437,-1.7168673296881847,-3.3983751999146428,-0.4084275042446251
54.26,-11.082962832486954,123.04469626922636,-0.162204321127831,9.840921949498481,0.39654802315653964,-1.7235780713775715,-3.3853331380001865,-0.4083633700232475
54.28,-10.8915238479342,123.0903984775677,-0.1966758825553825,9.800035503814474,0.3961854934031143,-1.7303316152195742,-3.3722757187120074,-0.40829795656874573
54.300000000000004,-10.699410834395781,123.12924364174448,-0.23128251485977414,9.759197717604096,0.39581893632263027,-1.7371281300742083,-3.359203001284354,-0.408231264086033
54.32,-10.506862760484838,123.16121383635326,-0.26602507746125825,9.718409762120764,0.39544830577713136,-1.7439677733492156,-3.3461150450208805,-0.40816329278402924
54.34,-10.314119965688413,123.18629945221524,-0.30090443292824265,9.677672810980212,0.3950735549417624,-1.7508506909275154,-3.33301190929435,-0.40809404287566026
