timestamp,px,py,yaw,v,vx,vy,v_dot,omega,a,ax,ay,slip_angle,accel,jerk,steer,steer_vel
1729409172942778158,0.9664086404792954,-9.614819075609281,3.107232491446406,2.7562964580399854,3.0325222771965916,2.6963857869224697,0.0,-2.005935347080231,0.0,-5.2674408521384635,6.4288604941523175,0.7267916100109048,-5.654934884415605,0.0,-0.15932314986801374,0.0
1729409172962904434,0.9004606033126141,-9.61878789307245,3.064003582217804,2.7480431739402897,3.0387423248306584,2.752771959320074,0.0,-1.8788948059082031,0.0,-5.649144306177007,6.223450958025708,0.7360607570797806,-5.494840151058243,0.0,-0.1483187073021171,0.0
1729409172982954706,0.8276729005951469,-9.621599844260047,3.0319239892727943,2.7764592419814114,3.103141147116517,2.851573541344741,0.0,-1.742947280406952,0.0,-5.831830279339503,5.9881871483791524,0.7431764762566091,-4.035383616628256,0.0,-0.13249727600000724,0.0
1729409173002833740,0.7573673522152145,-9.622686372970673,3.0040465784762733,2.7875335177717333,3.1572688880702837,2.9345093301438343,0.0,-1.6390957593917848,0.0,-5.80275510958384,5.675196630045742,0.7488472022691253,-3.2660212639565933,0.0,-0.14499891290969666,0.0
1729409173022961037,0.6847339558537138,-9.621111134363701,2.9917555035648973,2.8025734851879056,3.1780531005153367,2.9672138161215535,0.0,-1.531662678718567,0.0,-5.602571610259796,5.1891194038320005,0.7511024008598773,-2.9731578541491896,0.0,-0.12285091182319666,0.0
1729409173042843574,0.6071758718107823,-9.616707789483176,2.9663323462762445,2.848441528536609,3.2317337596590376,2.9988286828660393,0.0,-1.453212559223175,0.0,-5.216227977045319,5.078013389225417,0.7480344924692209,-2.2483893552765655,0.0,-0.14054114115936328,0.0
1729409173062895766,0.5254680807057521,-9.609253745817265,2.930310403174893,2.9216561857586476,3.294671709817632,3.001169122576257,0.0,-1.376730740070343,0.0,-4.91519554386632,5.014381741236813,0.7388134020564792,-2.2483893552765655,0.0,-0.14054114115936328,0.0
1729409173082894020,0.4392590578514025,-9.59939372972159,2.8941127389250396,3.0262058784511714,3.3667825701987604,2.976334018134697,0.0,-1.3175408840179443,0.0,-4.4832299533091895,4.913409098801034,0.7239210439324196,-1.7594737626000887,0.0,-0.15507803764706682,0.0
1729409173102878528,0.352834019460652,-9.588278607062296,2.8814885124123597,3.128216792066715,3.452353930407782,2.936159341635893,0.0,-1.2772741317749023,0.0,-4.118184768427568,4.867622904503437,0.7047728933994325,-0.7410549697652808,0.0,-0.15574467619010907,0.0
1729409173123512247,0.2716082482683944,-9.578428921760013,2.8814885124123597,3.1968424946367726,3.5263040096146994,2.870739777836554,0.0,-1.2359744668006898,0.0,-3.644995930509085,4.8282890100282945,0.6832754180215234,-0.7410549697652808,0.0,-0.15574467619010907,0.0
1729409173143924181,0.1923484666273378,-9.566685049607987,2.853252396945585,3.25260095031081,3.6131096401348404,2.8067721713326605,0.0,-1.2018238425254821,0.0,-3.4318466508198826,4.913018199778568,0.66045239527061,-0.22017790325717473,0.0,-0.1553506811046207,0.0
1729409173163207687,0.11230238910702821,-9.552267857086722,2.8380147640472395,3.313697661303481,3.678223004539948,2.721233764762636,0.0,-1.1870206952095033,0.0,-2.9788593636428993,4.961784999122461,0.6369559115107659,0.006202545676347921,0.0,-0.15908826361102524,0.0
1729409173182875996,0.01084256759304838,-9.532695883165342,2.7325083936976733,3.5326380139814586,3.7399272179644205,2.6365119189515065,0.0,-1.1795028448104858,0.0,-2.490478675891023,5.082708972401233,0.6140493635513214,0.9206903474834849,0.0,-0.17505817619315805,0.0
1729409173202696589,-0.08380305603654846,-9.512715954463635,2.7325083936976733,3.6872446500563494,3.7899159132139113,2.546993606836885,0.0,-1.1797766089439392,0.0,-1.9612629283949476,5.121988478939955,0.591716749400557,1.6614049276056686,0.0,-0.16290654693466056,0.0
1729409173223873203,-0.17229240333305934,-9.4951242918497,2.7415348981039402,3.789479156499091,3.7831959201022696,2.4332195021712573,0.0,-1.191141927242279,0.0,-1.5851434052435254,5.350336481161486,0.5715553390258697,2.66236197633426,0.0,-0.18366527341505096,0.0
1729409173243338979,-0.25963075046488726,-9.47597164054101,2.7223695876936485,3.882433779837254,3.7686930244850787,2.3336358018337577,0.0,-1.1978897452354431,0.0,-1.0993353673490218,5.564011613650741,0.5544293681617559,3.339365233938915,0.0,-0.18073946595808807,0.0
1729409173264052601,-0.34372122234265684,-9.45463988605758,2.7034357764664163,3.9532277709209644,3.754476930133888,2.252893718715672,0.0,-1.2131687164306642,0.0,-0.5133029435529217,5.592792604492534,0.5404601489134562,3.590680569055037,0.0,-0.18331847478246358,0.0
1729409173282784494,-0.4317708127248957,-9.424438776762953,2.6491178526605688,4.056387872637539,3.6974003220249365,2.1612083488392946,0.0,-1.241165828704834,0.0,-0.1464838945266566,5.785297312645369,0.5289601684758855,2.9435357479196878,0.0,-0.19094977491919043,0.0
1729409173302924553,-0.5203927783903628,-9.393929837138648,2.6284050861516626,4.163200377252143,3.6841292043571388,2.1092619085845206,0.0,-1.2660218358039856,0.0,0.2844655869009313,6.025916301902376,0.5199734553281857,2.138843067499831,0.0,-0.1941127653863651,0.0
1729409173323601260,-0.6185749443946646,-9.35691042047882,2.602766513645145,4.333076206264565,3.700747148482678,2.0803925631015976,0.0,-1.300318217277527,0.0,0.6760064418147942,6.1596798924301455,0.5121271494313139,2.0042967927182787,0.0,-0.18928809721068798,0.0
