time,px,py,yaw,v,beta,omega,accel,steer
0.44,0.8897180211949399,0.006438402749486195,0.017612620950054225,2.069513441442116,0.004345040956599375,0.09032690073204278,0.3278835555360092,0.015960566540830674
0.46,0.9310985124467781,0.007347167640926621,0.01941915896469526,2.075811449366129,0.004514335252490454,0.09493623470571856,0.3427756891551843,0.016685654772672837
0.48,0.9726030514442982,0.008340705995867647,0.02131788365880949,2.0823808136736455,0.004680539471173509,0.09957778427942737,0.3576662677916894,0.017410690735276742
0.5,1.0142367932561138,0.009423361571767205,0.023309439344397997,2.08922127369089,0.004843494805139664,0.10425302180714266,0.37255522389525053,0.01813567215740533
0.52,1.0560048608334816,0.010599565992633243,0.02539449978054087,2.096332557915986,0.005003041255575417,0.10896340833169094,0.38744248992295427,0.01886059676799239
0.54,1.097912343057922,0.011873842909200981,0.027573767947174588,2.103714384038649,0.005159017652466443,0.11371039345625154,0.402327998339554,0.019585462296149693
0.56,1.1399642927064608,0.013250812174028553,0.0298479758162995,2.1113664589606644,0.005311261638546183,0.11849541514755446,0.4172116816177765,0.020310266471174065
0.58,1.1821657243301182,0.014735194030250738,0.03221788411925042,2.119288478817153,0.005459609634988171,0.1233198994847104,0.43209347223862804,0.021035007022554546
0.6,1.224521612041177,0.016331813313255162,0.034684282108944586,2.1274801289986143,0.005603896798571193,0.12818526036862105,0.4469733026917011,0.02175968167997949
0.62,1.2670368872046494,0.018045603664743386,0.037247987316316955,2.135941084173751,0.005743956975498135,0.13309289920439837,0.46185110547548025,0.022484288173343647
0.64,1.3097164360292597,0.019881611758656933,0.03990984530040498,2.1446710083130713,0.005879622654564488,0.13804420456602068,0.4767268130976484,0.023208824232755308
0.66,1.3525650970531522,0.02184500153836683,0.04267072939172545,2.153669554713264,0.006010724921042733,0.14304055184963443,0.49160035807539293,0.023933287588543403
0.68,1.3955876585194207,0.023941058464388345,0.04553154042871821,2.1629363660223437,0.006137093411954051,0.14808330291975674,0.5064716729357122,0.024657675971264614
0.7000000000000001,1.4387888556364483,0.026175193771713724,0.048493206487113305,2.172471074265569,0.006258556273046009,0.15317380575110562,0.521340690215721,0.025381987111710476
0.72,1.48217336771793,0.028552948735666602,0.05155668260213542,2.182273300872122,0.006374940117622329,0.15831339406775555,0.5362073424629576,0.02610621874091451
0.74,1.5257458151973378,0.03107999894497828,0.05472295048349052,2.1923426567025537,0.006486069987290573,0.1635033869806458,0.5510715622356884,0.026830368590159286
0.76,1.5695107565114708,0.03376215858057074,0.057993018223103654,2.2026787420769898,0.006591769314658994,0.1687450886240456,0.565933282103215,0.02755443439098357
0.78,1.6134726848476177,0.03660538469830525,0.061367919995584774,2.2132811468040905,0.006691859888000844,0.17403978779131832,0.5807924346461798,0.028278413875189434
0.8,1.6576360247487427,0.039615781513718744,0.06484871575141105,2.224149450210767,0.006786161817900746,0.17938875757016873,0.5956489524568711,0.029002304774849316
0.8200000000000001,1.7020051285709867,0.04279960468652268,0.06843649090281456,2.2352832211726477,0.006874493505897826,0.1847932549774649,0.6105027681395302,0.02972610482231317
0.84,1.7465842727876637,0.0461632656023806,0.0721323560023639,2.2466820181452904,0.006956671615141267,0.19025452059367193,0.625353814310656,0.030449811750215532
0.86,1.7913776541338147,0.04971333564921028,0.07593744641423728,2.25834538919614,0.007032511043074798,0.1957737781969051,0.6402020235993113,0.031173423291482667
0.88,1.8363893855852687,0.05345655048497442,0.0798529219781754,2.270272872037225,0.007101824896167055,0.2013522343965942,0.6550473286474285,0.03189693717933965
0.9,1.881623492166051,0.05739981429362906,0.0838799666661072,2.2824639940585927,0.007164424466704681,0.2069910782667424,0.6698896621101145,0.03262035114731742
0.92,1.9270839065778702,0.06155020402559151,0.08801978823144196,2.294918272362475,0.007220119211664541,0.2126914809787608,0.6847289566559568,0.03334366292925999
0.9400000000000001,1.9727744646453083,0.06591497361876887,0.09227361785101706,2.3076352137981857,0.007268716733680564,0.21845459543385712,0.6995651449673288,0.03406687025933143
0.96,2.018698900570244,0.07050155819585352,0.09664270975969425,2.320614314997742,0.0073100227641197035,0.224281555894959,0.7143981597406952,0.03478997087202301
0.98,2.064860841988938,0.07531757823324359,0.10112834087759337,2.333855062412209,0.007343841148280286,0.23017347761815216,0.7292279336869172,0.03551296250216035
1.0,2.111263804825123,0.080370843696583,0.1057318104299565,2.3473569323487595,0.007369973832724595,0.23613145648361475,0.7440543995315578,0.03623584288491041
1.02,2.157911187932354,0.08566935813753766,0.11045443955962897,2.361119391008451,0.0073882208547562545,0.24215656862602997,0.7588774900151872,0.03695860975578869
1.04,2.2048062675188054,0.0912213227460309,0.11529757093214954,2.3751418945247087,0.007398380334051371,0.2482498700644597,0.7736971378936875,0.03768126085066625
1.06,2.2519521913476277,0.09703514035175204,0.12026256833343885,2.3894238890025172,0.0074002484664509975,0.2544123963316621,0.7885132759385582,0.03840379390577681
1.08,2.2993519727059204,0.10311941936832686,0.12535081626007205,2.4039648105583105,0.007393619519920853,0.2606451621028356,0.8033258369372209,0.03912620665772393
1.1,2.347008484135329,0.10948297767309671,0.13056371950212853,2.4187640853605603,0.007378285832682744,0.26694916082377074,0.8181347536933239,0.03984849684348793
1.12,2.394924450917241,0.11613484641499482,0.13590270271860394,2.4338211296710566,0.007354037813520603,0.2733253643383919,0.8329399590270481,0.040570662200433164
1.1400000000000001,2.443102444305526,0.12308427374253263,0.14136921000537184,2.4491353498868764,0.007320663944262364,0.279774722515667,0.8477413857754102,0.04129270046631497
1.16,2.4915448744997577,0.13034072844341613,0.146964704455685,2.4647061425830348,0.007277950784437489,0.2862981628758631,0.8625389667925693,0.04201460937928684
1.18,2.5402539833518607,0.13791390348680121,0.15269066771320228,2.4805328945558163,0.007225682978108272,0.2928965902161223,0.8773326349501296,0.04273638667790747
1.2,2.58923183679914,0.14581371945866922,0.15854859951752465,2.4966149828667787,0.007163643262871551,0.29957088623532935,0.8921223231374461,0.04345803010114785
1.22,2.6384803170166986,0.15405032788025627,0.16454001724223133,2.5129517748874277,0.007091612481025873,0.30632190915823926,0.9069079642619288,0.04417953738839831
1.24,2.688001114282296,0.16263411439890613,0.17066645542539627,2.529542628344555,0.007009369592897674,0.3131504933588286,0.9216894912493464,0.044900906279475704
1.26,2.7377957185467827,0.17157570184013235,0.1769294652925728,2.5463868913662355,0.00691669169231841,0.32005744898282934,0.9364668370441319,0.045622134514630354
1.28,2.787865410703346,0.18088595310907418,0.1833306142722293,2.5634839025284823,0.006813354024243212,0.3270435615693982,0.9512399346096858,0.046343219834553265
1.3,2.8382112535489217,0.1905759739289105,0.18987148550361743,2.580832990902547,0.006699130004500057,0.3341095916718707,0.96600871692868,0.04706415998038307
1.32,2.88883408243128,0.20065711540315753,0.19655367733705464,2.5984334761028673,0.006573791241657084,0.3412562744775399,0.9807731170033629,0.04778495269371324
1.34,2.9397344955754643,0.21114097638811896,0.20337880282660548,2.616284668335653,0.006437107560994226,0.348484319426393,0.9955330678558625,0.04850559571659903
1.36,2.9909128440834696,0.2220394056610831,0.2103484892151335,2.634385868448106,0.006288847030564024,0.3557944098287338,1.0102885025284905,0.049226086791564656
1.3800000000000001,3.042369221601284,0.23336450386916752,0.2174643774117082,2.65273636797827,0.006128775989325169,0.36318720248160646,1.0250393540840455,0.049946423661610284
1.4000000000000001,3.094103453647681,0.2451286252430028,0.22472812146134036,2.6713354492055044,0.005956659077331035,0.3706633272839309,1.0397855556061175,0.05066660407021918
1.42,3.146115086599456,0.25734437905871876,0.2321413880070189,2.6901823852015716,0.005772259267954316,0.3782233868502461,1.0545270401993918,0.05138662576136473
1.44,3.1984033763281454,0.27002463083095296,0.23970585574402392,2.709276439882344,0.005575337902127789,0.3858679561229514,1.0692637409899508,0.052106486479517516
1.46,3.250967276483634,0.283182503218842,0.24742321486648278,2.7286168680601124,0.005365654724580105,0.3935975819829213,1.0839955911255783,0.05282618396965233
1.48,3.3038054264204955,0.29683137662618053,0.25529516650614115,2.748202915496499,0.005142967922044674,0.4014127828583602,1.0987225237760643,0.05354571597725539
1.5,3.356916138763361,0.31098488947614544,0.2633234221633085,2.768033818955965,0.00490703416341872,0.40931404833174784,1.1134444721335044,0.054265080248331196
1.52,3.410297386608127,0.32565693814017826,0.2715097031299436,2.788108806259907,0.0046576086418489825,0.4173018387447164,1.128161369412607,0.054984274529409766
1.54,3.463946790356382,0.34086167649980764,0.2798557399048378,2.8084270963413425,0.004394445118719784,0.425376584800684,1.1428731488509938,0.05570329656755363
1.56,3.5178616041810247,0.3566135151193665,0.2883632716008515,2.828987899300167,0.004117295969518695,0.43353868716505634,1.1575797437095032,0.05642214411036482
1.58,3.5720387021217324,0.37292712000672634,0.29703404534415245,2.8497904164589904,0.0038259122315546703,0.4417885160627912,1.1722810872724936,0.05714081490599207
1.6,3.626474563809647,0.3898174109383288,0.3058698156654085,2.870833840419536,0.00352004365350329,0.4501264108731081,1.1869771128481446,0.057859306703137714
1.62,3.6811652598214284,0.40729955932394823,0.3148723438828709,2.892117355119601,0.0031994387467535737,0.45855267972110525,1.2016677537687621,0.05857761725106488
1.6400000000000001,3.7361064366636714,0.4253889855857684,0.32404339747729294,2.9136401358905735,0.002863844838530999,0.46706759906603096,1.2163529433910778,0.05929574429960442
1.6600000000000001,3.791293301389584,0.4441013560255042,0.3333847494586135,2.9354013495154954,0.0025130081267715544,0.47567141328594065,1.2310326150965532,0.060013685599162064
1.68,3.8467206058508054,0.46345257915244975,0.3428981777243325,2.9574001542876696,0.0021466737367220423,0.4843643342584488,1.245706702291682,0.060731438900725354
1.7,3.9023826305882796,0.4834588014444858,0.35258546440950145,2.979635700069803,0.00176458577924259,0.4931465409372705,1.2603751384082917,0.06144900195587082
1.72,3.9582731683672203,0.5041364025132414,0.3624483952282467,3.00210712835368,0.0013664874107880177,0.5020181789242256,1.2750378569038447,0.06216637251677092
1.74,4.0143855073623955,0.5255019896437739,0.3724887588067314,3.0248135723203586,0.0009521208950458517,0.5109793600363612,1.2896947912617427,0.0628835483362011
1.76,4.070712414001227,0.5475723916783147,0.38270834600745873,3.0477541569008846,0.0005212276662100625,0.5200301618678261,1.304345874991625,0.0636005271675469
1.78,4.127246115473558,0.5703646522128314,0.39310894924481543,3.0709279988375164,7.354839387106916e-05,0.5291706273461136,1.3189910416296737,0.0643173067648109
1.8,4.183978281918361,0.593896022074376,0.40369236179173784,3.094334206745456,-0.00039117695049562516,0.5384007642822658,1.3336302247389116,0.06503388488261978
1.82,4.240900008299205,0.6181839510464411,0.41446037707738315,3.1179718811750745,-0.0008732090254576917,0.547720544914615,1.3482633579095067,0.06575025927623146
1.84,4.2980017959818735,0.6432460788088212,0.42541478797567533,3.141840114674635,-0.0013728090499844723,0.5571299054456139,1.3628903747590717,0.06646642770154193
1.86,4.3552735340292665,0.6691002250577922,0.4365573860845875,3.165937991853493,-0.0018902387322461997,0.5666287455712897,1.3775112089329666,0.0671823879150925
1.8800000000000001,4.41270448023047,0.6957643787717754,0.4478899609960134,3.190264589445783,-0.00242576019686172,0.5762169280028316,1.392125794104597,0.06789813767407664
1.9000000000000001,4.470283241882795,0.7232566865870563,0.45941429955606994,3.21481897637457,-0.0029796359105990506,0.5858942779798053,1.4067340639757182,0.06861367473634708
1.92,4.527997756347558,0.7515954402475774,0.47113218511566624,3.239600213816471,-0.0035521286065295574,0.5956605827744654,1.4213359522767346,0.06932899686042295
1.94,4.585835271402463,0.7807990630923416,0.48304539677115566,3.2646073552667327,-0.0041435012066326875,0.6055155911866165,1.4359313927669992,0.07004410180549657
1.96,4.643782325415624,0.8108860955435366,0.4951557085948881,3.2898394466047614,-0.0047540167428437126,0.6154590130284554,1.4505203192351153,0.07075898733144068
1.98,4.701824727368557,0.841875179558145,0.5074648888554574,3.3152955261600967,-0.005383938276532376,0.6254905185988068,1.4651026654992374,0.07147365119881528
2.0,4.759947536757848,0.8737850420055313,0.5199746992274337,3.3409746247788243,-0.006033528816395239,0.6356097381461472,1.4796783654073702,0.07218809116887483
2.02,4.818135043407715,0.9066344769333218,0.5326868939903564,3.3668757658904203,-0.006703051234738979,0.6458162613197947,1.4942473528376694,0.0729023050035751
2.04,4.876370747228233,0.9404423266838031,0.5456032192167521,3.3929979655750167,-0.007392768182126152,0.6561096366086238,1.5088095616987418,0.07361629046558027
2.06,4.934637337956743,0.9752274618230904,0.5587254119489247,3.419340232631089,-0.008102942000348458,0.6664893707666509,1.523364925929944,0.07433004531826994
2.08,4.992916674922712,1.0110087598454476,0.5720551993642577,3.4459015686435506,-0.008833834633685918,0.6769549282248235,1.5379133795016835,0.07504356732574605
2.1,5.051189766879238,1.0478050826154037,0.5855942979287541,3.472680968052249,-0.009585707538403156,0.687505730488328,1.5524548564157172,0.07575685425284003
2.12,5.109436751947393,1.0856352525106987,0.5993444125385206,3.4996774182208643,-0.010358821590426235,0.6981411555187264,1.5669892907054517,0.07646990386511963
2.14,5.167636877722672,1.124518027229629,0.6133072356488949,3.5268898995061897,-0.011153436991135537,0.7088605371002203,1.5815166164362418,0.07718271392889611
2.16,5.225768481596043,1.1644720732270526,0.6274844463908993,3.5543173853278,-0.011969813171201469,0.7196631641893325,1.5960367677056901,0.07789528221123107
2.18,5.283808971345328,1.2055159377441709,0.6418777096746862,3.581958842238091,-0.012808208692380686,0.7305482802472935,1.6105496786439453,0.0786076064799435
2.2,5.341734806056064,1.2476680193982275,0.6564886752796322,3.6098132299926884,-0.013668881147180968,0.7415150825544197,1.6250552834140015,0.07931968450361683
2.22,5.399521477434399,1.2909465372994948,0.6713189769307206,3.6378795016212178,-0.014552087056292913,0.7525627215057669,1.6395535162119972,0.08003151405160581
2.24,5.457143491578135,1.335369498664327,0.686370231360836,3.666156603498427,-0.015458081763675736,0.7636902998873509,1.6540443112675136,0.08074309289404367
2.2600000000000002,5.514574351275626,1.380954664894692,0.7016440373585828,3.6946434754156554,-0.016387119329173753,0.7748968721322312,1.668527602843872,0.08145441880184887
2.2800000000000002,5.571786538905867,1.4277195160964493,0.7171419748012275,3.7233390506526414,-0.017339452418528134,0.7861814435557668,1.6830033252384335,0.08216548954673229
2.3000000000000003,5.62875150001687,1.4756812140107256,0.7328656036723427,3.752242256049663,-0.018315332190636687,0.7975429695693684,1.6974714127828965,0.08287630290120412
2.32,5.68543962766314,1.524856563335078,0.7488164630637302,3.781352012080002,-0.01931500818190159,0.8089803548720901,1.711931799843593,0.0835868566385808
2.34,5.741820247586875,1.5752619714137348,0.764996070161172,3.810667232922724,-0.02033872818749192,0.8204924526194278,1.72638442082179,0.08429714853299212
2.36,5.797861604331321,1.6269134062790704,0.7814059192135607,3.840186826535771,-0.02138673813933421,0.8320780635687239,1.7408292101539833,0.08500717635938806
2.38,5.853530848378524,1.6798263530296258,0.7980474804849353,3.8699096947293548,-0.022459281980629908,0.8437359352006089,1.7552661023121976,0.08571693789354581
2.4,5.90879402440756,1.7340157685334443,0.8149221991889473,3.8998347332396452,-0.02355660153668426,0.8554647608159572,1.7696950318042812,0.08642643091207682
2.42,5.963616060773082,1.7894960344492474,0.8320314944052662,3.9299608318027466,-0.024678936381815758,0.8672631786078775,1.7841159331742067,0.08713565319243352
2.44,6.017960760307811,1.8462809085620617,0.8493767579774238,3.9602868742289554,-0.02582652370209978,0.8791297707083151,1.7985287410023636,0.08784460251291668
2.46,6.071790792556275,1.9043834744343222,0.8669593533915902,3.990811738477289,-0.026999598153684086,0.891063062208908,1.8129333899058586,0.08855327665268194
2.48,6.125067687550727,1.9638160893782335,0.8847806146357682,4.021534296730282,-0.02819839171639732,0.9030615201558051,1.827329814538811,0.08926167339174709
2.5,6.1777518312437065,2.024590330760278,0.9028418450388846,4.052453415469039,-0.02942313354235485,0.915123552518238,1.8417179495926488,0.08996979051099882
2.52,6.229802462715094,2.086716940654234,0.921144316089249,4.0835679555485385,-0.030674049799249085,0.9272475071307229,1.8560977297964043,0.09067762579219983
2.54,6.281177673274788,2.150205768864903,0.9396892662318637,4.114876772273182,-0.03195136350799402,0.9394316706088709,1.8704690899170127,0.09138517701799567
2.56,6.331834407585211,2.215065714350964,0.9584778996440413,4.146378715472577,-0.03325529437437574,0.9516742672388904,1.8848319647596052,0.09209244197192168
2.58,6.38172846693073,2.281304665081974,0.9775113849888193,4.178072629577544,-0.03458605861434308,0.9639734578409876,1.8991862891678064,0.09279941843841001
2.6,6.430814514763784,2.3489294363715105,0.9967908541456394,4.209957353696356,-0.03594386877255381,0.9763273386070032,1.9135319980240295,0.09350610420279651
2.62,6.4790460846598545,2.41794570773585,1.0163174009177798,4.24203172169118,-0.0373289335337744,0.9887339399127635,1.9278690262497717,0.0942124970513277
2.64,6.5263755908155865,2.488357958335316,1.0360920797160347,4.274294562254728,-0.038741457526712327,1.0011912251057902,1.9421973088059108,0.09491859477116768
2.66,6.57275434122614,2.560169401063618,1.0561159042181503,4.306744698987113,-0.040181641119842244,1.0136970892691741,1.9565167806929946,0.09562439515040504
2.68,6.6181325536792865,2.6333819153590317,1.0763898460035337,4.33938095047288,-0.04164968020876919,1.026249357962616,1.9708273769515445,0.0963298959780598
2.7,6.662459374704808,2.707995978820217,1.0969148331627858,4.372202130358242,-0.043145765994654195,1.0388457859418296,1.9851290326623443,0.0970350950440904
2.72,6.705682901618385,2.784010597718768,1.1176917488816223,4.405207047428472,-0.04467008475321051,1.0514840558577305,1.9994216829467346,0.09773999013940057
2.74,6.747750207799278,2.861423236510278,1.1387214299987765,4.4383945056854746,-0.04622281759376166,1.0641617769370617,2.0137052629669108,0.09844457905584622
2.7600000000000002,6.788607371340751,2.9402297464557194,1.1600046655375174,4.47176330442552,-0.04780414020783657,1.0768764836463673,2.027979707926214,0.09914885958624241
2.7800000000000002,6.828199507211264,3.020424293475326,1.1815421952104446,4.505312238317121,-0.04941422260676146,1.0896256343414972,2.042244953069425,0.09985282952437025
2.8000000000000003,6.866470803062955,3.1019992853678304,1.203334707897275,4.5390400974790674,-0.051053228847694136,1.1024066099051166,2.056500933683061,0.10055648666498378
2.82,6.903364558821776,3.184945298538919,1.225382840095377,4.572945667558594,-0.05272131674753294,1.1152167123750116,2.070747585095665,0.10125982880381695
2.84,6.938823230190829,3.269251004394003,1.247687174342877,4.607027729809677,-0.0544186375841211,1.128053163566312,2.084984842678105,0.10196285373759044
2.86,6.9727884761949195,3.3549030955619226,1.2702482376142035,4.64128506117146,-0.05614533578415675,1.1409131036911166,2.0992126418438595,0.10266555926401864
2.88,7.00520121089002,3.4418862121278795,1.2930664996880257,4.67571643434679,-0.05790154859721116,1.1537935899793776,2.1134309180493176,0.1033679431818165
2.9,7.036001659356252,3.530182868065795,1.3161423714876133,4.710320617880871,-0.05968740575525113,1.1666915953053107,2.1276396067940664,0.10407000329070637
2.92,7.065129418087031,3.619773378072268,1.339476203393719,4.745096376240007,-0.0615030291170581,1.1796040068240221,2.141838643621187,0.10477173739142503
2.94,7.092523519880186,3.7106357850163927,1.3630682835301995,4.780042469890449,-0.06334853229693548,1.192527624623496,2.156027964117547,0.10547314328573056
2.96,7.118122503329112,3.8027457882318085,1.3869188360226694,4.815157655377323,-0.06522402027709795,1.2054591603975593,2.17020750391409,0.10617421877640905
2.98,7.141864487003309,3.8960766728894125,1.4110280192306206,4.8504406854036395,-0.06712958900314205,1.2183952361459498,2.18437719868613,0.10687496166728164
3.0,7.163687248397908,3.9905992407011657,1.4353959239535392,4.8858903089093735,-0.06906532496200658,1.2313323829081322,2.198536984153641,0.10757536976321144
3.02,7.18352830772111,4.086281742217239,1.4600225716117023,4.921505271150608,-0.07103130474184553,1.244267039538061,2.2126867960815533,0.10827544087011026
3.04,7.201325016576614,4.183089810990353,1.4849079124024636,4.9572843137787395,-0.07302759457325385,1.257195551527671,2.2268265702800383,0.10897517279494556
3.06,7.217014651585287,4.280986399892438,1.5100518234330167,4.993226174919721,-0.07505424985131061,1.2701141698874674,2.2409562426048044,0.10967456334574743
3.08,7.230534512976345,4.379931719879678,1.535454106830766,5.029329589253366,-0.07711131463793264,1.283019050093221,2.2550757489573856,0.11037361033161518
3.1,7.241822028163226,4.479883181512404,1.561114487832631,5.065593288092667,-0.0791988211440673,1.2959062511084136,2.2691850252854344,0.11107231156272446
3.12,7.250814860303157,4.580795339546197,1.5870326128547996,5.102015999463157,-0.08131678919129501,1.30877173449275,2.2832840075830116,0.11177066485033396
3.14,7.257451021822073,4.682619840919757,1.6132080475446546,5.138596448182285,-0.08346522565246098,1.3216113636077398,2.2973726318908754,0.11246866800679246
3.16,7.261668992868109,4.785305376473578,1.6396402748168093,5.175333355938801,-0.08564412387101325,1.3344209029310532,2.3114508342967715,0.11316631884554543
3.18,7.2634078446373005,4.888797636741043,1.66632869287543,5.212225441372158,-0.08785346305878894,1.3471960174920774,2.3255185509357257,0.11386361518114203
3.2,7.2626073674945015,4.993039272160209,1.6932726132252718,5.2492714201518975,-0.09009320767206552,1.3599322724418261,2.339575717990331,0.11456055482924199
3.22,7.259208203790776,5.097969858060107,1.7204712586741078,5.286470005057043,-0.09236330676577814,1.372625132771093,2.3536222716910395,0.11525713560662236
3.24,7.25315198525579,5.20352586477978,1.7479237613295293,5.323819906055464,-0.09466369332589805,1.3852699631914847,2.3676581483164476,0.11595335533118434
3.2600000000000002,7.2443814748199635,5.309640633281338,1.7756291605933594,5.361319830383222,-0.09699428358007323,1.3978620281946996,2.3816832841935893,0.11664921182196018
3.2800000000000002,7.232840712696505,5.416244356620031,1.8035864011572533,5.398968482623889,-0.09935497628674878,1.410396492306164,2.395697615698223,0.11734470289912009
3.3000000000000003,7.218475166527878,5.523264067634457,1.8317943310033762,5.436764564787828,-0.10174565200311424,1.4228684205498434,2.4097010792551203,0.1180398263839788
3.3200000000000003,7.201231885374983,5.630623633218581,1.8602516994143734,5.474706776391424,-0.10416617233236661,1.4352727791417605,2.4236936113383565,0.11873458009900272
3.34,7.181059657300274,5.738243755533985,1.8889571549972084,5.512793814536272,-0.10661637915093343,1.447604436430414,2.437675148471593,0.11942896186781642
3.36,7.157909170268473,5.846041980515738,1.9179092437258163,5.551024373988298,-0.10909609381646937,1.4598581641029353,2.4516456272283733,0.12012296951520983
3.38,7.131733176060427,5.953932714018205,1.9471064070078752,5.589397147256825,-0.11160511635762334,1.472028638676413,2.465604984232405,0.12081660086714469
3.4,7.102486656867235,6.061827245938059,1.9765469797814035,5.627910824673556,-0.11414322464677132,1.4841104432943446,2.479553156157847,0.12150985375076152
3.42,7.070126994203114,6.169633782640534,2.006229188647291,5.666564094471486,-0.1167101735571236,1.496098069848661,2.4934900797296025,0.12220272599438656
3.44,7.034614139746757,6.277257488001461,2.0361511500442635,5.705355642863724,-0.1193056941058436,1.5079859214481444,2.507415691723599,0.12289521542753824
3.46,6.995910787692324,6.384600533361925,2.0663108684732263,5.744284154122223,-0.12192949258505953,1.5197683152543817,2.521329928967079,0.1235873198809344
3.48,6.953982548162858,6.49156215667418,2.0967062347783134,5.783348310656411,-0.12458124968290948,1.531439485706583,2.5352327283388876,0.12427903718649863
3.5,6.9087981212110385,6.598038731096967,2.127335024492445,5.822546793091716,-0.12726061959703516,1.542993588156681,2.5491240267697552,0.1249703651773675
3.52,6.860329470904961,6.703923843275302,2.158194896255578,5.861878280347973,-0.12996722914322867,1.5544247029360825,2.5630037612425864,0.125661301687897
3.54,6.808551998970263,6.80910838151436,2.1892833903142996,5.90134144971772,-0.13270067686224052,1.5657268398752355,2.5768718687927454,0.12635184455366952
3.56,6.753444717434628,6.913480634029032,2.220597927111804,5.940934976944358,-0.13546053212807427,1.576893943296826,2.590728286508341,0.12704199161150065
3.58,6.694990419696734,7.016926397420297,2.2521358059777405,5.980657536300184,-0.13824633426142255,1.5879198975028672,2.6045729515305114,0.12773174069944565
3.6,6.633175849419233,7.119329095496617,2.2838942039277974,6.02050780066428,-0.14105759165224024,1.5987985327752168,2.6184058010537115,0.12842108965680674
3.62,6.56799186662469,7.220569908523217,2.315870174583302,6.060484441600261,-0.14389378089580107,1.6095236319081057,2.6322267723259953,0.1291100363241394
3.64,6.499433610354695,7.320527912944497,2.3480606472214642,6.100586129433862,-0.14675434594694203,1.6200889372900826,2.6460358026493043,0.12979857854325935
3.66,6.427500657235937,7.4190802315849025,2.3804624259672664,6.140811533330372,-0.1496386972975643,1.6304881585513606,2.6598328293797455,0.13048671415724936
3.68,6.352197175283067,7.516102194291598,2.413072189138294,6.181159321371902,-0.15254621118282538,1.6407149807908723,2.6736177899278837,0.1311744410104658
