time,.x,.y,.phi,.vx,.vy,.omega,.steer,.throttle
2024/08/01/10:49:42.432176,649.6499149645191,-779.8774250553126,2.0856569325051457,7.871948175695792,8.53114751366234,-4.130322023053016,-0.26999999999999996,3.675253391265869
2024/08/01/10:49:42.457177,649.3673790886837,-779.8111603769095,1.9823988819288203,7.3726550056035585,9.025350881461582,-3.8457542018932753,-0.19999999999999996,1.8312355279922485
2024/08/01/10:49:42.482135,649.0868490285376,-779.7325091812248,1.8862550268814884,6.874992803047428,9.394053298061284,-3.5837759761187407,-0.26999999999999996,-0.5138235092163086
2024/08/01/10:49:42.507185,648.810262026465,-779.6419788967064,1.79666062747852,6.394248761814278,9.64661894520855,-3.263251342913055,-0.19999999999999996,-2.7053661346435547
2024/08/01/10:49:42.532175,648.5394223284637,-779.5401915967848,1.7150793439056935,5.968273515835435,9.79455696676989,-2.981236698849296,-0.12999999999999995,-4.148818016052246
2024/08/01/10:49:42.557142,648.2756493271831,-779.4277423832265,1.6405484264344612,5.6105924299935825,9.875617252379227,-2.7271628304010735,-0.059999999999999956,-4.463106632232666
2024/08/01/10:49:42.582129,648.0195834238446,-779.305025818109,1.5723693556744343,5.331390546939179,9.927416975236167,-2.4878802348801976,-0.12999999999999995,-3.5873477458953857
2024/08/01/10:49:42.607123,647.7711886458251,-779.1721316220157,1.5101723498024293,5.136995797261988,9.979618052386144,-2.228516978868057,-0.059999999999999956,-1.770950436592102
2024/08/01/10:49:42.632241,647.5299373857839,-779.0288268123915,1.454459425330728,5.034597368174187,10.04557144013864,-1.988324559913877,0.010000000000000037,0.49717703461647034
2024/08/01/10:49:42.657129,647.2951054068852,-778.8746617569375,1.404751311332881,5.014921008947364,10.128661643247066,-1.7503862179225511,-0.059999999999999956,2.6240015029907227
2024/08/01/10:49:42.682181,647.0660936006221,-778.7091606852704,1.3609916558848172,5.068858544532328,10.21554319681562,-1.5097774244619677,0.010000000000000037,4.071901321411133
2024/08/01/10:49:42.707072,646.8426974144817,-778.5320285308998,1.323247220273268,5.185280714997952,10.282827749996418,-1.2723476581986235,0.08000000000000003,4.49041748046875
2024/08/01/10:49:42.732140,646.6252268378721,-778.3433585811132,1.2914385288183023,5.350978053945729,10.304645458099426,-1.0172308977399234,0.15000000000000002,3.7963685989379883
2024/08/01/10:49:42.757120,646.4144845324323,-778.1437355406287,1.2660077563748042,5.559213670249008,10.255884812278099,-0.7200614518450907,0.08000000000000003,2.1813042163848877
2024/08/01/10:49:42.782163,646.2116114659897,-777.9342181484901,1.248006220078677,5.8154245000224725,10.114320255993652,-0.4620989916463339,0.15000000000000002,0.052469685673713684
2024/08/01/10:49:42.807078,646.0179308742325,-777.7161310647385,1.2364537452875186,6.1019149473947305,9.883212353640225,-0.15506607636271458,0.22000000000000003,-2.0743539333343506
2024/08/01/10:49:42.832108,645.8345906441518,-777.490951374676,1.2325770933784508,6.42846379434707,9.562677947718054,0.23728092070068474,0.15000000000000002,-3.7018282413482666
2024/08/01/10:49:42.857071,645.6623928981953,-777.2600203049456,1.2385091163959678,6.8222748715939945,9.14688815453078,0.5620592299313432,0.22000000000000003,-4.466756343841553
2024/08/01/10:49:42.882290,645.5018660286764,-777.0241988735681,1.2525605971442515,7.262191129172234,8.664626817112515,0.9978325129063983,0.29000000000000004,-4.2151288986206055
2024/08/01/10:49:42.907120,645.3529337870074,-776.7839829840766,1.2775064099669116,7.770137536841157,8.10771642361819,1.6137990361430683,0.22000000000000003,-3.0264809131622314
2024/08/01/10:49:42.932159,645.215055576279,-776.5394253970989,1.3178513858704883,8.386237440497368,7.424109092064178,2.1186307797619106,0.29000000000000004,-1.18363618850708
2024/08/01/10:49:42.957124,645.0878265091922,-776.2899925436589,1.370817155364536,9.049050280793036,6.638150307688985,2.888102918183835,0.36000000000000004,0.899032711982727
2024/08/01/10:49:42.982158,644.9701196921668,-776.0353082797493,1.443019728319132,9.758610063202916,5.6817117118794425,4.061987653550691,0.29000000000000004,2.7749946117401123
2024/08/01/10:49:43.007102,644.8603231717832,-775.7752315159357,1.5445694196578992,10.515596702107674,4.385863462161213,4.994020629333772,0.36000000000000004,4.057627201080322
2024/08/01/10:49:43.032175,644.7576082923572,-775.5095566465214,1.6694199353912436,11.143752664945849,2.8646952775743895,6.39481347615506,0.29000000000000004,4.499859809875488
2024/08/01/10:49:43.057116,644.6589075177045,-775.2393683397062,1.82929027229512,11.567890259546207,0.951483226014157,7.194337557423833,0.36000000000000004,4.035305023193359
2024/08/01/10:49:43.082211,644.5619847395554,-774.9658599240362,2.009148711230716,11.631065565494595,-1.0284040191330963,8.088128547035977,0.29000000000000004,2.7794837951660156
2024/08/01/10:49:43.107085,644.4618443846479,-774.6916629648014,2.2113519249066154,11.279521440286164,-3.1137258769002103,8.24453478992411,0.36000000000000004,0.9985380172729492
2024/08/01/10:49:43.132114,644.355728594945,-774.4190529005159,2.417465294654718,10.553949126307367,-4.997823804745445,8.314791933635208,0.41,-0.9560887813568115
2024/08/01/10:49:43.157109,644.2408595759806,-774.1506638888702,2.625335092995598,9.508872775030422,-6.660789480607415,8.160200028744782,0.33999999999999997,-2.7127482891082764
2024/08/01/10:49:43.182176,644.1163183687555,-773.8884998678341,2.8293400937142175,8.236158801076938,-8.041257374887971,7.891181812993225,0.41,-3.9595298767089844
2024/08/01/10:49:43.207146,643.9821285624449,-773.633935183793,3.026619639039048,6.838221518774089,-9.119434946786024,7.480499258324289,0.33999999999999997,-4.488619804382324
2024/08/01/10:49:43.232164,643.8384562057067,-773.3878425011212,-3.069553186682431,5.419098009093402,-9.907534231590942,7.092323253166062,0.41,-4.229847431182861
2024/08/01/10:49:43.257099,643.685502238539,-773.1505478635046,-2.8922451053532794,4.0298429708212575,-10.462133912062843,6.590021800018895,0.33999999999999997,-3.252692937850952
2024/08/01/10:49:43.282262,643.5233278999495,-772.9219446939504,-2.727494560352807,2.7368915420486317,-10.827275481071531,6.152761701058123,0.41,-1.743419885635376
2024/08/01/10:49:43.307109,643.3517759317755,-772.7016716457794,-2.573675517826354,1.539109552871211,-11.062103880025365,5.617122212224883,0.33999999999999997,0.03318481892347336
2024/08/01/10:49:43.332169,643.1705869399589,-772.4892277130886,-2.4332474625207317,0.4719741321040189,-11.20332834366422,5.160834596570441,0.41,1.7841628789901733
2024/08/01/10:49:43.357105,642.979410089514,-772.2841978608053,-2.3042265976064704,-0.48764439095197426,-11.283682720324467,4.615189143769377,0.33999999999999997,3.237976312637329
2024/08/01/10:49:43.382119,642.7780098299942,-772.0863027030678,-2.188846869012236,-1.3113584482592275,-11.323126952914084,4.1537548939479265,0.41,4.183791637420654
2024/08/01/10:49:43.407090,642.566294979372,-771.8955545375896,-2.0850029966635377,-2.022154104350995,-11.33230147564947,3.6078368969061936,0.33999999999999997,4.499844551086426
2024/08/01/10:49:43.432159,642.3444884915448,-771.7121949607175,-1.994807074240883,-2.588216533029655,-11.32337481820218,3.1473353852496144,0.41,4.1640472412109375
2024/08/01/10:49:43.457101,642.1130933824439,-771.5367530763403,-1.9161236896096425,-3.028929428347002,-11.29763438947358,2.604578749517291,0.33999999999999997,3.2485790252685547
2024/08/01/10:49:43.482168,641.8729591802809,-771.3698926177931,-1.8510092208717102,-3.3121166712958576,-11.267441567143173,2.1469387642883513,0.41,1.901642918586731
2024/08/01/10:49:43.507148,641.6251598543964,-771.2124161376856,-1.7973357517645014,-3.458947951307891,-11.23162157151204,1.607589927421945,0.33999999999999997,0.3205397129058838
2024/08/01/10:49:43.532175,641.370966228535,-771.0650844435187,-1.7571460035789528,-3.4420471524515963,-11.20331860535508,1.152529085515909,0.41,-1.280840277671814
2024/08/01/10:49:43.557157,641.1116752764594,-770.9286312467634,-1.728332776441055,-3.2876262891135797,-11.17930264730065,0.6152101827322723,0.33999999999999997,-2.6984164714813232
2024/08/01/10:49:43.582167,640.8485481395873,-770.8036115732039,-1.7129525218727482,-2.973212607721261,-11.1695405258861,0.16128979859402365,0.41,-3.768296718597412
2024/08/01/10:49:43.607110,640.5826573197317,-770.6904691192007,-1.7089202769078975,-2.527946870551386,-11.166493168396807,-0.37622409578022237,0.33999999999999997,-4.376899719238281
2024/08/01/10:49:43.632124,640.3148552406632,-770.5894358345405,-1.718325879302403,-1.9299907077676317,-11.171688628540245,-0.8310753702724936,0.41,-4.475673675537109
2024/08/01/10:49:43.657087,640.0456893826922,-770.5006556411216,-1.7391027635592153,-1.2073098127647457,-11.170194535060311,-1.371422141597536,0.33999999999999997,-4.076918125152588
2024/08/01/10:49:43.682106,639.7754364265393,-770.424120573832,-1.7733883170991538,-0.33539291836865776,-11.149024300221441,-1.8294526187629718,0.41,-3.247283697128296
2024/08/01/10:49:43.707076,639.5040983228795,-770.3598251382422,-1.819124632568228,0.6591659211419008,-11.082124269208242,-2.374821611643234,0.33999999999999997,-2.0942933559417725
2024/08/01/10:49:43.732150,639.2314936076762,-770.3077035926253,-1.878495172859309,1.7996832920064563,-10.935853406845252,-2.836819702318686,0.41,-0.7504795789718628
2024/08/01/10:49:43.757156,638.957311280293,-770.2677799792439,-1.949415665417276,3.052422238320518,-10.671094400574768,-3.3852287957404372,0.33999999999999997,0.6451845765113831
2024/08/01/10:49:43.782210,638.6812209187322,-770.2400748710497,-2.034046385310787,4.424634295742992,-10.23221569738741,-3.8431513782989084,0.41,1.952785849571228
2024/08/01/10:49:43.807261,638.4029465799662,-770.2247236792416,-2.1301251697682595,5.8577404300770715,-9.57470435899568,-4.372318869378286,0.33999999999999997,3.0617446899414062
2024/08/01/10:49:43.832135,638.1223503783881,-770.2218382455325,-2.2394331415027167,7.319558617227993,-8.637262660316685,-4.77716635744155,0.41,3.8856661319732666
2024/08/01/10:49:43.857088,637.8394779502082,-770.2315641007448,-2.3588623004387554,8.709325333978311,-7.403497934557196,-5.175441137311179,0.33999999999999997,4.370320796966553
2024/08/01/10:49:43.882078,637.5545802152805,-770.253888113222,-2.488248328871535,9.942265726914865,-5.8649660010217,-5.304169013778772,0.41,4.496099948883057
2024/08/01/10:49:43.907079,637.2680876558724,-770.288544420583,-2.6208525542160044,10.897669460319392,-4.118941003149014,-5.125397005283,0.33999999999999997,4.2743306159973145
2024/08/01/10:49:43.932203,636.9805261218652,-770.3347657448618,-2.7489874793480795,11.509515676901215,-2.3334297701797415,-4.295316973344717,0.41,3.742826461791992
2024/08/01/10:49:43.957122,636.6923615719938,-770.3909560082814,-2.8563704036816975,11.791651475270138,-0.7834677187034954,-2.756833758279451,0.33999999999999997,2.9591217041015625
2024/08/01/10:49:43.982106,636.4039689840298,-770.4551062738317,-2.925291247638684,11.865042995593525,0.24072713922254454,-0.8032989870465466,0.41,1.9933661222457886
2024/08/01/10:49:44.007081,636.1155465286319,-770.52464571587,-2.9453737223148475,11.87302687162024,0.6448227691393388,1.3855161179900057,0.33999999999999997,0.921573281288147
2024/08/01/10:49:44.032137,635.8275596200328,-770.5983267355542,-2.9107358193650974,11.880809782642451,0.3501667738959164,3.135032631283529,0.41,-0.18220624327659607
2024/08/01/10:49:44.057109,635.5404221714982,-770.6748103730987,-2.832360003583009,11.847738282900778,-0.40781067404392507,4.774579558337525,0.33999999999999997,-1.2485649585723877
2024/08/01/10:49:44.082141,635.2551752443778,-770.7552385898334,-2.712995514624571,11.690342547611694,-1.5995406542813533,5.738111736382668,0.41,-2.219619035720825
2024/08/01/10:49:44.107134,634.972732528084,-770.8403283160247,-2.569542721215004,11.35072690032948,-2.93102969539557,6.4376270419276596,0.33999999999999997,-3.0485143661499023
2024/08/01/10:49:44.132105,634.6944739176126,-770.9323384016093,-2.4086020451668126,10.792927954425915,-4.333629011394682,6.661899661041427,0.41,-3.7036004066467285
2024/08/01/10:49:44.157090,634.4214573393249,-771.0323594962778,-2.2420545536407768,10.05527966280332,-5.634477795966618,6.666829841855055,0.33999999999999997,-4.165769577026367
2024/08/01/10:49:44.182094,634.1548043537834,-771.1415894304,-2.0753838075944,9.176495507093028,-6.7902598305449064,6.508031341488623,0.26999999999999996,-4.429083824157715
2024/08/01/10:49:44.207122,633.895295347768,-771.2603429030676,-1.9126830240571846,8.212798955750024,-7.765992692284685,6.2778012678913235,0.33999999999999997,-4.49847412109375
2024/08/01/10:49:44.232116,633.6435455442552,-771.3886880614157,-1.7557379923599015,7.213914543007529,-8.558757187373859,5.95365663374475,0.26999999999999996,-4.387909412384033
2024/08/01/10:49:44.257069,633.4000614078361,-771.5266138750935,-1.6068965765162828,6.228028863753194,-9.176620547035622,5.644701361731427,0.33999999999999997,-4.118091583251953
2024/08/01/10:49:44.282161,633.1651757541506,-771.673932992362,-1.465779042472997,5.2775224136547765,-9.648607272933308,5.246299545946759,0.26999999999999996,-3.7139315605163574
2024/08/01/10:49:44.307153,632.9391198092709,-771.8304293996475,-1.334621553824328,4.403264253316377,-9.990201505124318,4.896847883999107,0.19999999999999996,-3.2032647132873535
2024/08/01/10:49:44.332202,632.7220554169305,-771.9958941646319,-1.2122003567243502,3.6070538730601442,-10.235206964298559,4.591975005627211,0.26999999999999996,-2.6138341426849365
2024/08/01/10:49:44.357078,632.5140999295745,-772.1701381094529,-1.0974009815836698,2.8836152495907807,-10.410930049701868,4.221924731782305,0.19999999999999996,-1.9720021486282349
2024/08/01/10:49:44.382107,632.3153168999423,-772.3529617827282,-0.9918528632891122,2.255645808556135,-10.531461837229374,3.9050317590240313,0.12999999999999995,-1.3036072254180908
2024/08/01/10:49:44.407104,632.1257890604626,-772.5442180625959,-0.8942270693135114,1.7112534398538437,-10.617506040252678,3.6299459350096512,0.19999999999999996,-0.6314632296562195
2024/08/01/10:49:44.432161,631.9456069128606,-772.7437720226341,-0.80347842093827,1.237503094513624,-10.68377748479564,3.306810905968314,0.12999999999999995,0.027322333306074142
2024/08/01/10:49:44.457159,631.7748360548344,-772.9514590132774,-0.7208081482890621,0.848898683436454,-10.738122834535009,3.028161916044593,0.059999999999999956,0.6566608548164368
2024/08/01/10:49:44.482157,631.613603026507,-773.1671471097073,-0.6451041003879473,0.5330164356635291,-10.789597752040333,2.7806862695050696,0.12999999999999995,1.245208740234375
2024/08/01/10:49:44.507145,631.4620608543295,-773.3906916777669,-0.5755869436503206,0.27870175047255646,-10.843793611227714,2.500363354973665,0.059999999999999956,1.7847622632980347
2024/08/01/10:49:44.532147,631.3203414279617,-773.6218984321728,-0.513077859775979,0.09690049786715602,-10.903697663517852,2.2521733601482583,-0.010000000000000037,2.2701473236083984
2024/08/01/10:49:44.557159,631.188646982492,-773.8605803979973,-0.4567735257722725,-0.0208699492790989,-10.971581648733787,2.021955843838008,-0.08000000000000003,2.6989307403564453
2024/08/01/10:49:44.582197,631.0672020290175,-774.1065197155516,-0.4062246296763223,-0.07899014192086627,-11.048097543042873,1.7950265066263724,-0.010000000000000037,3.071136713027954
2024/08/01/10:49:44.607150,630.9562482393189,-774.359464261408,-0.361348967010663,-0.07959661448864143,-11.132799705429024,1.5648808430090904,-0.08000000000000003,3.3881733417510986
2024/08/01/10:49:44.632149,630.8559905811649,-774.6191070545784,-0.3222269459354357,-0.018425344805185095,-11.224402438114113,1.3380652502933383,-0.15000000000000002,3.653332471847534
2024/08/01/10:49:44.657105,630.7666901523346,-774.8851289557483,-0.28877531467810225,0.10500418775238055,-11.320696277805494,1.0989646080641382,-0.22000000000000003,3.8706274032592773
2024/08/01/10:49:44.682152,630.6886092978958,-775.1571751356125,-0.26130119947649877,0.2956893674479905,-11.418478907484529,0.8310500777781797,-0.15000000000000002,4.044942378997803
2024/08/01/10:49:44.707112,630.6220049820653,-775.4348566943978,-0.2405249475320443,0.5620725012005725,-11.513130014666173,0.590663392101483,-0.22000000000000003,4.181410789489746
2024/08/01/10:49:44.732081,630.5670880002185,-775.7177465674038,-0.22575836272950722,0.8996054488949791,-11.599142681327992,0.31952421074695764,-0.29000000000000004,4.285362720489502
2024/08/01/10:49:44.757074,630.5240970304415,-776.0054011381715,-0.21777025746083328,1.318237330767942,-11.668801080550246,-0.0018546769394864882,-0.36000000000000004,4.362009048461914
2024/08/01/10:49:44.782088,630.4932475869019,-776.29735144136,-0.21781662438432045,1.8329638043569945,-11.710857170745497,-0.39601227140966383,-0.29000000000000004,4.41636323928833
2024/08/01/10:49:44.807079,630.4747215080271,-776.5931076617343,-0.22771693116956204,2.465346628333117,-11.708014546063549,-0.7305477753167622,-0.36000000000000004,4.4530768394470215
2024/08/01/10:49:44.832174,630.4686857871201,-776.8921658194621,-0.2459806255524811,3.1747538098657584,-11.572421451310131,-1.1506588427196178,-0.41,4.476319313049316
2024/08/01/10:49:44.857086,630.4752162511612,-777.1920947327723,-0.27474709662047153,3.9811543125183455,-11.320353808071397,-1.6626083990051717,-0.33999999999999997,4.48978853225708
2024/08/01/10:49:44.882121,630.4942308658356,-777.4914915337384,-0.31631230659560083,4.908921197701006,-10.949999665514229,-2.1055330335616094,-0.41,4.496615409851074
2024/08/01/10:49:44.907076,630.5257117307389,-777.7898352200215,-0.3689506324346411,5.9119012032691,-10.442673228765964,-2.7095738073007025,-0.33999999999999997,4.49936056137085
2024/08/01/10:49:44.932107,630.5694130910961,-778.0866351376477,-0.43668997761715866,7.009231299027674,-9.740157934896683,-3.2485756587336785,-0.41,4.499994277954102
2024/08/01/10:49:44.957110,630.6252114748721,-778.3814003668862,-0.5179043690855006,8.126575852469394,-8.82942608067259,-4.048904793529153,-0.33999999999999997,4.499889850616455
2024/08/01/10:49:44.982123,630.692455113341,-778.6737670768335,-0.6191269889237294,9.27239642041991,-7.617260965897392,-4.784863449752785,-0.41,4.499821662902832
2024/08/01/10:49:45.007104,630.7707256565278,-778.9633766796944,-0.7387485751675491,10.318334530809162,-6.126334345292564,-5.976326051683123,-0.33999999999999997,4.499961853027344
2024/08/01/10:49:45.032162,630.8583061091159,-779.2503081424594,-0.8881567264596272,11.236208438366896,-4.212792414725957,-7.003708938135369,-0.41,4.499878883361816
2024/08/01/10:49:45.057107,630.9537945624932,-779.5347056728137,-1.0632494499130114,11.825201202861695,-2.040739207208576,-8.501342658149035,-0.33999999999999997,4.498541831970215
2024/08/01/10:49:45.082162,631.0528939920629,-779.8178651739063,-1.2757830163667374,11.989863664477877,0.4931220003540232,-9.230858183403079,-0.26999999999999996,4.494304180145264
2024/08/01/10:49:45.107112,631.1518415455322,-780.1010777824929,-1.5065544709518144,11.609939282924921,3.0346844723622826,-9.201597694438924,-0.19999999999999996,4.484972953796387
2024/08/01/10:49:45.132169,631.2461854371118,-780.3858570481033,-1.7365944133127875,10.765843671096926,5.300623552894724,-8.833088719117823,-0.19999999999999996,4.467681884765625
2024/08/01/10:49:45.157107,631.3324640901672,-780.6731826369862,-1.957421631290733,9.610464851352603,7.186025698598369,-8.544279036043365,-0.12999999999999995,4.439023494720459
2024/08/01/10:49:45.182146,631.4082599048319,-780.9634497458349,-2.1710286071918174,8.219690509265462,8.742807783080405,-8.235068582169005,-0.059999999999999956,4.3950276374816895
2024/08/01/10:49:45.207138,631.4725559481149,-781.2564787867474,-2.3769053217460425,6.673062613316702,9.973476593382815,-7.944955895738327,0.010000000000000037,4.3314008712768555
2024/08/01/10:49:45.232162,631.5247928807763,-781.5518959542684,-2.5755292191395007,5.032281918231549,10.893857842630396,-7.676728885248836,0.08000000000000003,4.243335247039795
2024/08/01/10:49:45.257106,631.5646724983577,-781.8492334999997,-2.7674474412707215,3.3480890936199534,11.523467335016102,-7.420164604761806,0.010000000000000037,4.125424861907959
2024/08/01/10:49:45.282174,631.5920498197208,-782.1479816920863,-2.952951556389767,1.6648647757092814,11.883948219283123,-7.191166793297534,0.08000000000000003,3.972247362136841
2024/08/01/10:49:45.307110,631.6068797878048,-782.447614921296,-3.132730726222205,0.013811643081618485,11.999992051602174,-6.963343794190628,0.15000000000000002,3.779101848602295
2024/08/01/10:49:45.332133,631.6091930519376,-782.7476060025118,2.9763709861026153,-1.572566518024352,11.896513545841435,-6.724155779328447,0.22000000000000003,3.5403990745544434
2024/08/01/10:49:45.357094,631.5990560493631,-783.0474346888959,2.8082670916194044,-3.0649440001322206,11.601987686429144,-6.460385762291143,0.29000000000000004,3.2515697479248047
2024/08/01/10:49:45.382174,631.5765616562006,-783.3465901706713,2.6467574475621256,-4.437443111991722,11.149399025411066,-6.158747214140879,0.36000000000000004,2.9086081981658936
2024/08/01/10:49:45.407121,631.5418231028681,-783.6445721045404,2.4927887672086038,-5.668506839789846,10.576768419855648,-5.806188664556479,0.29000000000000004,2.5093624591827393
2024/08/01/10:49:45.432172,631.4949697499026,-783.9408907899383,2.3476340505946918,-6.743903819782712,9.925712129087772,-5.505266477937584,0.36000000000000004,2.0526275634765625
2024/08/01/10:49:45.457114,631.4362022958063,-784.2350784619082,2.2100023886462523,-7.677913538553946,9.222236371644897,-5.1541902076568515,0.41,1.5396167039871216
2024/08/01/10:49:45.482145,631.3656732252343,-784.5266700430697,2.081147633454831,-8.46638819369868,8.504132580904392,-4.759862456338415,0.33999999999999997,0.9739359617233276
2024/08/01/10:49:45.507124,631.2835536637544,-784.8152118556764,1.9621510720463706,-9.114111070002709,7.805957942729007,-4.425850891943591,0.41,0.36223265528678894
2024/08/01/10:49:45.532149,631.1900717216233,-785.100275228447,1.851504799747781,-9.640211072505563,7.1340547116810775,-4.033673642943208,0.33999999999999997,-0.28607499599456787
2024/08/01/10:49:45.557156,631.0854683811497,-785.3812572474563,1.7506629586742006,-10.041044772478209,6.5140496935423755,-3.7017801088800972,0.41,-0.9564940929412842
2024/08/01/10:49:45.582088,630.9701524872373,-785.6573675231058,1.6581184559521982,-10.338337495908192,5.949627359472983,-3.312170454951113,0.33999999999999997,-1.6339032649993896
2024/08/01/10:49:45.607140,630.8445189981165,-785.927813046911,1.5753141945784204,-10.537110458230442,5.466539439549609,-2.9828784931631214,0.26999999999999996,-2.2951371669769287
2024/08/01/10:49:45.632146,630.7090470346016,-786.1918555454024,1.5007422322493422,-10.658155393627487,5.058773144177343,-2.7006774780706686,0.19999999999999996,-2.9174461364746094
2024/08/01/10:49:45.657148,630.5642369862702,-786.4488034267454,1.4332252952975755,-10.71748700546809,4.720306407037346,-2.4524244619287967,0.12999999999999995,-3.473848819732666
2024/08/01/10:49:45.682115,630.410600025169,-786.6980258612572,1.3719146837493557,-10.727547250002438,4.446376637920995,-2.2250526358659304,0.059999999999999956,-3.9364428520202637
2024/08/01/10:49:45.707137,630.2486448866221,-786.93896593182,1.3162883678527073,-10.698127006417652,4.234251718226852,-2.0055854129154027,-0.010000000000000037,-4.276691436767578
2024/08/01/10:49:45.732145,630.0788620265494,-787.1711523571064,1.2661487325298222,-10.63696907186689,4.083650206126363,-1.7811604124064693,-0.08000000000000003,-4.467341899871826
2024/08/01/10:49:45.757117,629.9017059587725,-787.394208507943,1.2216197222196605,-10.550041604642598,3.996925467875339,-1.5390560510184517,-0.15000000000000002,-4.485009670257568
2024/08/01/10:49:45.782084,629.7175770924049,-787.6078572967995,1.1831433209441993,-10.441492691517086,3.9791050772930654,-1.2667156557412695,-0.22000000000000003,-4.3120198249816895
2024/08/01/10:49:45.807246,629.5268043808348,-787.8119211392536,1.1514754295506675,-10.313267425291711,4.037837818947329,-0.9517651590455474,-0.29000000000000004,-3.9379303455352783
2024/08/01/10:49:45.832130,629.329630158511,-788.0063165817788,1.1276813005745288,-10.164268424440744,4.183229315711133,-0.5820209297936021,-0.36000000000000004,-3.364047050476074
